"ISSN"
"01215469"
"16579534, 01208322"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"02774275"
"00220825"
"00659746"
"19381751, 19381743"
"07398999"
"-"
"00933651"
"-"
"00906689"
"00254800"
"01453378"
"10965572"
"10770755"
"-"
"14479575, 14479524"
"19395930"
"07365721"
"-"
"10798250"
"00156639"
"-"
"21601593, 21601577"
"00106356, 19350252"
"-"
"21678472, 21678480"
"19472609"
"19387261"
"-"
"07334249"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"08915385"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"23744030"
"-"
"08860882"
"19381247"
"03601846"
"14679981, 08150796"
"17943396"
"1533791X, 10916687"
"14929600"
"10796630, 21507090"
"19487908, 19487894"
"03324893"
"23778075"
"21571074"
"-"
"1935472X"
"08029474"
"00109355, 18841155"
"-"
"-"
"0961754X, 15384578"
"00097004"
"15279472, 08820945"
"02763605"
"02765055"
"-"
"-"
"-"
"-"
"21612196, 21612188"
"-"
"-"
"08961263"
"15209857"
"19498276, 19498284"
"0278839X"
"21690324, 21690332"
"18352022, 18352014"
"18331882"
"23251360, 23251328"
"21596972"
"15227383"
"-"
"21946140, 19320213"
"0895769X"
"-"
"-"
"-"
"02732238"
"05025001"
"08874840"
"05697891"
"00968765"
"15598128, 1559811X"
"15381242"
"-"
"17933161"
"-"
"-"
"08978336"
"-"
"-"
"00268275"
"00260576"
"07416245"
"00225800"
"10682090"
"17457912, 17457904"
"15288439"
"21650160"
"23286261, 23286229"
"23272554, 2327008X"
"03064220"
"-"
"07731922"
"07391854"
"-"
"00462012"
"20906226, 20906218"
"03605280"
"14753820, 14783428"
"1543849X"
"15223965, 02724693"
"00024678"
"0001821X"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00428639"
"-"
"22115943"
"00182206"
"19350201, 01935380"
"00122033"
"15345203, 08824371"
"08886091"
"-"
"15426319"
"00666637, 19446497"
"15574539"
"23755776, 23755717"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00437956"
"15307190, 00425206"
"22113037, 22114718"
"09315195"
"-"
"00376752"
"-"
"21668531"
"-"
"-"
"-"
"-"
"15541134"
"00156191"
"1939926X, 00144940"
"10806520, 10631801"
"00101923"
"-"
"18191541"
"10786279"
"-"
"19344287"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00433462"
"-"
"15411796, 1541180X"
"-"
"01212117"
"-"
"-"
"-"
"10526102"
"21593523"
"-"
"-"
"-"
"00256501"
"-"
"19405111, 15568547"
"-"
"19477945, 19476140"
"00040975"
"07344392"
"-"
"-"
"-"
"-"
"23339934, 0095280X"
"01726218"
"00359572"
"-"
"0003049X"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"08896402"
"-"
"15522032, 15445186"
"-"
"00286206"
"02549948, 20571690"
"-"
"10984321"
"10583912"
"21667179, 21667160"
"23247649, 23247657"
"00468541"
"00136654"
"-"
"00438375"
"10754385"
"07481284"
"00406325"
"-"
"00213667, 15272060"
"01472194"
"03618765"
"08821666, 1520684X"
"19321236"
"-"
"-"
"00374237"
"18193404, 21518297"
"-"
"08932905"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00318256, 23298596"
"-"
"19447744, 00287504"
"-"
"00266388"
"00260665"
"00252883"
"23279273, 23278005"
"08978026"
"00984094"
"10891102"
"-"
"-"
"04248368"
"00134945"
"23253290"
"21678677"
"22115420, 22115439"
"21579970"
"22302492"
"01642006"
"01608592, 01972618"
"00100501"
"-"
"-"
"-"
"18748023"
"1071121X"
"01988794"
"10417958"
"-"
"-"
"01972510"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"23478659, 23496142"
"02729172"
"22243992, 22246509"
"23809418, 23809426"
"17416442, 00219894"
"10769005"
"87568160"
"21592047"
"-"
"00188190"
"-"
"08835381"
"00161071, 15275493"
"21613303"
"00933139, 15424286"
"08969620"
"-"
"15536203"
"00652458"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00433284"
"05024994"
"07332033, 21669953"
"15505340, 19320280"
"15229041, 15228886"
"19364806, 10983708"
"-"
"-"
"-"
"-"
"00805459, 19459718"
"14653753, 20427166"
"-"
"10863192, 00982601"
"-"
"-"
"00043273"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15635171, 1065514X"
"03617882"
"23000066, 25770314"
"-"
"-"
"23743859, 23743867"
"18106374, 26189844"
"00333077"
"-"
"-"
"-"
"-"
"-"
"10859586"
"-"
"01616463"
"10857931, 0065860X"
"-"
"-"
"-"
"-"
"-"
"-"
"01484818"
"01922882, 1086332X"
"21915318, 2191530X"
"10871659, 15432947"
"-"
"-"
"-"
"-"
"-"
"18746519"
"0145840X, 15291529"
"24761397, 24761419"
"23969407, 23969393"
"-"
"-"
"-"
"08919976"
"00903159"
"15624730"
"-"
"-"
"-"
"-"
"-"
"15291634"
"02755823"
"00224227"
"10793062"
"-"
"19355718, 1935570X"
"23272163, 23270020"
"-"
"23269448"
"-"
"-"
"-"
"01497952"
"15370755"
"00130796, 17586623"
"1944818X, 15372898"
"00123846"
"00106178"
"14806800"
"08353638"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"03605949, 15330699"
"-"
"00294500"
"-"
"21698767"
"-"
"-"
"21568138"
"21504210, 21504253"
"19364709, 08954852"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"21535531, 21535558"
"-"
"00917729"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"10844902"
"0026556X"
"00223387"
"10802711"
"23291656, 23291591"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"1061026X, 10290427"
"23265558"
"2325114X, 23251115"
"08438714, 20527756"
"15224821"
"-"
"-"
"-"
"00900222"
"07313292"
"10449167"
"17550912, 17550920"
"-"
"07425457, 15272109"
"00038504"
"1553345X"
"-"
"-"
"15328813, 23305525"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"09755977, 03769836"
"15736059, 18724671"
"-"
"10712984"
"01609963"
"-"
"15469239, 15543641"
"-"
"-"
"-"
"-"
"-"
"-"
"23323353, 23323361"
"00383317"
"-"
"21635048"
"-"
"-"
"-"
"-"
"07938934, 15655288"
"15424235, 15323978"
"00238813"
"15440508, 19394691"
"24694800"
"21655405, 21655413"
"00211400, 17524989"
"1523553X, 10788743"
"1555256X, 15552578"
"01451707, 15645142"
"-"
"-"
"-"
"-"
"08998086"
"-"
"00383678"
"-"
"-"
"-"
"-"
"21653836"
"-"
"-"
"00304727"
"10628061"
"10683844"
"-"
"19395914"
"21567573, 21567581"
"-"
"14479567, 14479516"
"10924221"
"-"
"-"
"16456432"
"1099839X"
"15235955"
"15210987, 19389019"
"-"
"-"
"-"
"19341520, 07321562"
"00432253"
"-"
"-"
"00808784"
"00369640"
"00359440"
"00357464, 07473605"
"03735346"
"03617742"
"-"
"-"
"00361496"
"-"
"15508390"
"00967963"
"03615987"
"-"
"-"
"-"
"-"
"-"
"00996874"
"-"
"07313071"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00326070"
"00323640"
"00321273"
"00320145"
"-"
"00219304"
"-"
"-"
"-"
"1531295X"
"19378289"
"15288366"
"19423934, 19423926"
"-"
"00198374"
"01964313"
"-"
"01486411"
"-"
"-"
"-"
"-"
"-"
"01637851"
"03615413, 15582744"
"1070910X"
"01487280"
"00154687"
"00152617"
"02664151"
"-"
"-"
"-"
"-"
"15241238"
"11100559, 20902417"
"00127582"
"-"
"00958808"
"00659452"
"-"
"02725673"
"02784017, 00657425"
"00021423"
"-"
"00652539"
"00652504"
"19352700, 19352719"
"00652156"
"-"
"15287106"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00173916"
"10890017, 15389731"
"15340708, 00088080"
"-"
"02777126, 21532990"
"01452258"
"19366612, 19367317"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15410161"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15418480, 10926690"
"19374658, 00981818"
"00220558, 21623937"
"-"
"-"
"18334881, 14490854"
"0975413X"
"15284212, 00104132"
"-"
"-"
"-"
"15360172, 01467891"
"07429797"
"2374670X, 23320346"
"08923310"
"21606757, 21606765"
"10849513, 1527201X"
"23247584, 23247576"
"22143300"
"00150517"
"-"
"01903659, 15272141"
"15247929"
"13446835"
"00030996"
"10863168, 00029475"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"1099274X"
"15345165, 08828539"
"-"
"-"
"-"
"-"
"00301876"
"1943023X"
"15490815, 15489248"
"-"
"19474989"
"15530396"
"21603162"
"15594343"
"-"
"15326926, 10811680"
"15336271, 00098078"
"23247886"
"-"
"-"
"21564914, 14654253"
"10489959"
"-"
"19322232, 19322240"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"01472593, 10806563"
"15291227"
"10424067"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"07370679, 21533695"
"18359795"
"19350236, 00344338"
"14786095"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"21571732, 21571740"
"-"
"-"
"15599493"
"15577929, 15577910"
"-"
"21666784"
"00190365"
"-"
"-"
"-"
"00438200"
"1045991X, 21549648"
"-"
"10763333"
"02777576"
"21648689"
"-"
"-"
"-"
"-"
"-"
"-"
"01900013, 1086329X"
"20905408, 20905416"
"-"
"15286924, 10477845"
"10426337"
"-"
"07350732"
"-"
"17526884, 19338341"
"16369874"
"-"
"20552076"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15530639, 00182176"
"00098876"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00918083"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"02710137"
"87550229"
"-"
"08887462"
"-"
"-"
"1544399X, 00187895"
"10854908, 15591786"
"09755071"
"-"
"-"
"-"
"-"
"-"
"-"
"19474644"
"07347464"
"15581462, 0094033X"
"19406045, 08932336"
"-"
"00268232, 15456951"
"15430413, 07377037"
"22141677"
"23154462, 23733594"
"-"
"-"
"-"
"13093924"
"23321091, 23321121"
"-"
"19447116, 10611932"
"21632960, 15386279"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"08946019"
"20909527, 20909519"
"09750185"
"19478283, 19478291"
"-"
"-"
"-"
"-"
"00132683, 15505162"
"00098353"
"10421122"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"18193382"
"-"
"0033524X"
"15228878"
"-"
"-"
"-"
"-"
"-"
"1573899X, 00970549"
"19366744"
"18164978"
"23278617, 23277882"
"-"
"15564002"
"0016111X"
"09308989"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"09730753, 09719458"
"17501849, 15256995"
"08863520"
"15338347, 02779269"
"15443175, 15443167"
"-"
"21658692, 21658684"
"19389787"
"00098418, 15589234"
"07376278"
"18191894"
"2162108X"
"1522936X"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"03610160"
"15580423, 10609393"
"-"
"15507521"
"00168831"
"19330065, 21519846"
"15392422"
"-"
"00041610, 15589595"
"-"
"08888116"
"24156698"
"00989258"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00393657, 15229270"
"21937648"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"10531920"
"1753593X, 18125980"
"10863273, 02761114"
"1748121X, 02613875"
"15442896"
"-"
"-"
"-"
"-"
"-"
"-"
"20442556, 00405736"
"21536619, 01455788"
"-"
"-"
"23250178"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"23278161"
"-"
"0023270X, 23048557"
"00379808"
"15462005, 15461998"
"00754250"
"23291621, 23291559"
"-"
"-"
"-"
"20460155, 20460147"
"-"
"-"
"2153053X, 21530548"
"21583234"
"-"
"-"
"-"
"-"
"-"
"-"
"15338584, 00308684"
"14762870, 07360053"
"02772426, 15532704"
"15330915"
"00224189, 15496538"
"-"
"21517681"
"-"
"15378276"
"0009837X, 1546072X"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"10510559"
"-"
"-"
"19391358"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"18193552, 21516146"
"-"
"-"
"-"
"-"
"15499650, 15499669"
"00475394"
"00224642"
"00956848, 15494721"
"10675817"
"19478526, 19478518"
"19416253, 19416261"
"19329997, 19329253"
"-"
"-"
"-"
"15456935, 00182710"
"04247760, 15206416"
"10887423"
"16840348, 02512920"
"0730031X, 15578704"
"17437903, 14664658"
"-"
"-"
"-"
"-"
"-"
"-"
"25150456, 23971851"
"15460843"
"19438095"
"10506934, 19404379"
"21663548, 21663556"
"-"
"-"
"-"
"-"
"01634275"
"-"
"-"
"08827958"
"-"
"-"
"-"
"-"
"-"
"03602370"
"-"
"-"
"00266620"
"00265667"
"01926225"
"0891625X, 15279383"
"22135766"
"15487717, 15487725"
"19405901"
"21605033"
"-"
"01470809"
"-"
"00368733"
"-"
"18798217, 18750192"
"-"
"-"
"-"
"-"
"-"
"21654255"
"17439752, 17438721"
"1063455X"
"08948410"
"10821910"
"-"
"24753718, 24753742"
"03607275"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"07401558"
"08877262"
"15424065"
"25732331"
"15360334, 01609009"
"10956298, 15282678"
"-"
"-"
"-"
"24709859"
"21513481"
"10939547"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15407942"
"1938663X"
"19429703"
"20902069, 20902077"
"19473605, 19473591"
"00166928"
"10547479, 15484238"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"21520267"
"18193455, 21517924"
"-"
"21627541"
"-"
"-"
"-"
"-"
"-"
"-"
"07415206, 15501841"
"19348428, 02786419"
"23217081, 09763996"
"0025570X, 19300980"
"15278263, 10829636"
"20416946, 20416938"
"15480631, 1548064X"
"1546993X, 19457081"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00906514"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"21579555"
"-"
"-"
"10673040"
"-"
"15214842"
"21598142"
"-"
"-"
"23270136, 2327266X"
"-"
"-"
"23289686, 10643958"
"00107484, 15489949"
"10403094"
"-"
"10534202, 15563537"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"21544824"
"-"
"-"
"-"
"-"
"-"
"-"
"21579822"
"-"
"-"
"-"
"-"
"-"
"-"
"15386619"
"-"
"13617362, 14766787"
"-"
"18193560, 21517258"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00030279"
"19443285"
"15551431"
"21905193, 21905207"
"19415842"
"-"
"-"
"23270667, 00039853"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"23343427, 23343486"
"21525188, 21566240"
"00138339, 15592715"
"15460118, 01998595"
"-"
"21589674, 21589666"
"10832564"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15599450"
"-"
"-"
"-"
"20937288, 21672040"
"-"
"-"
"19416296, 1941630X"
"21622027"
"15320545"
"-"
"10525165"
"01489267, 15315169"
"21612927"
"23794607, 23794615"
"-"
"19417020, 19417039"
"-"
"-"
"-"
"-"
"-"
"23730587"
"10456007, 15278050"
"00247758"
"1816496X, 2152100X"
"07311613"
"07494025"
"10760962, 17591090"
"19379412, 19379404"
"10642277, 21525102"
"19984464"
"01901494, 10774076, 21581118"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"01464124"
"19490755, 01902407"
"15353117, 15331709"
"01472011, 19364725"
"1546198X, 15461971"
"-"
"-"
"17441684, 00323497"
"19467664"
"-"
"-"
"-"
"19300395"
"-"
"-"
"-"
"03611817, 15388662"
"21512191"
"22138994, 22138986"
"01902172"
"-"
"-"
"-"
"19473788"
"-"
"1874656X, 18079326"
"-"
"-"
"-"
"-"
"-"
"00393762"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"21505500"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"02789671, 10806571"
"15514897, 15558037"
"15525430, 87564793"
"00218286"
"19473206, 19473192"
"15365956, 10680640"
"18193609"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"1712526X, 07094698"
"00911062"
"15341453, 01636545"
"17363705"
"-"
"-"
"-"
"-"
"-"
"-"
"07303238, 15489590"
"18191932, 21520437"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15271935, 10474552"
"-"
"21576254"
"00140767, 19310234"
"00092347, 1520605X"
"10569170"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"19186444, 19252099"
"10542043, 15314715"
"00393827"
"-"
"0149144X"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"21568065"
"-"
"-"
"-"
"-"
"20902565, 16871537"
"15448053"
"15323269"
"08927626"
"18684394, 18684408"
"15479846, 15479854"
"24521760"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"14679639, 0141982X"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"03604039, 15388689"
"01976931, 15413543"
"00255327"
"02750473"
"-"
"15376370, 15585271"
"21688230, 0266688X"
"19417551, 19407041"
"10417915"
"00092479"
"21596654"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15220966"
"-"
"15574563, 15574555"
"15271978, 00019887"
"00652407"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"23270586"
"-"
"-"
"-"
"21660662"
"-"
"08928339, 15481379"
"18164951"
"19336632, 21616310"
"-"
"-"
"00132586, 1086315X"
"21580782, 21580537"
"1006754X, 21928253"
"-"
"20496494, 00658995"
"-"
"-"
"-"
"-"
"-"
"00113530"
"-"
"-"
"-"
"-"
"-"
"-"
"07346018, 1533855X"
"2166059X"
"10817735"
"-"
"-"
"-"
"-"
"-"
"16084217"
"15739007, 00902977"
"15269906"
"1712851X"
"15487199, 15487202"
"21649731, 21664072"
"-"
"-"
"-"
"-"
"19414900, 19414919"
"23748265"
"15518949, 19355068"
"01628178"
"19473486, 19473478"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"00261521"
"07428367"
"10741240"
"15591646"
"15483681, 15483673"
"19479638, 19479646"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"0048749X, 15530892"
"-"
"-"
"-"
"-"
"19418744, 19418752"
"-"
"-"
"18164897"
"-"
"0748383X"
"10485104"
"-"
"-"
"10933611, 19404360"
"-"
"10784535"
"10467041"
"-"
"-"
"-"
"-"
"-"
"08835691"
"00492426"
"-"
"15530426, 00377317"
"23272228"
"-"
"-"
"-"
"-"
"-"
"02751275"
"-"
"15987833"
"00150541, 15738493"
"16130073"
"-"
"00035483"
"15282635, 10963685"
"-"
"-"
"-"
"-"
"-"
"2151206X, 11925604"
"-"
"-"
"-"
"1573935X, 00405760"
"-"
"-"
"10649735"
"20538855"
"19381344, 01906011"
"15375358, 00222801"
"21502668"
"07479964"
"13476890"
"16876008, 16875990"
"19478186, 19478194"
"-"
"07347502"
"23753242, 23753234"
"1553619X"
"-"
"-"
"-"
"-"
"15409740"
"21650659, 21664307"
"15548015"
"-"
"-"
"-"
"-"
"10899758"
"09574565"
"10942076, 23255404"
"15741702, 18759076"
"15414914"
"-"
"-"
"-"
"-"
"-"
"10754377"
"14716577"
"09730737, 09716858"
"18140432, 18140424"
"15541053, 15541045"
"15428958"
"10932658"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"24519596"
"0037783X"
"-"
"-"
"15330303, 1533029X"
"00940771, 23276223"
"15347524"
"15312054"
"21561672, 21561680"
"15552810, 15509702"
"08407789"
"10863176, 00075140"
"19457596, 01461079"
"-"
"-"
"-"
"-"
"15580431, 10611967"
"-"
"-"
"-"
"-"
"-"
"-"
"19387865, 19387857"
"15728854, 10741542"
"15297713"
"21557136, 21557144"
"-"
"-"
"-"
"10765670"
"-"
"-"
"-"
"00405639, 21691304"
"23330600, 08859698"
"23260262"
"-"
"-"
"15506525"
"1531023X, 15385000"
"19387741, 1938775X"
"15398285"
"21540357"
"00041327"
"-"
"-"
"-"
"-"
"-"
"-"
"15557340, 15557332"
"-"
"-"
"-"
"-"
"10786767"
"21585695"
"10861653"
"21967865"
"21538441, 10513558"
"-"
"-"
"-"
"-"
"-"
"1939800X"
"-"
"-"
"-"
"16875605, 16875591"
"07347685"
"09187545"
"2150363X, 21503621"
"16879708, 16879716"
"-"
"23271884"
"-"
"15297373"
"1687563X, 16875648"
"-"
"-"
"10569103, 15369943"
"19322054"
"-"
"-"
"-"
"-"
"24751448, 2475143X"
"-"
"-"
"00741795"
"-"
"-"
"-"
"-"
"10716068"
"00243345"
"15568539"
"87554178, 15533913"
"23319569"
"21627339"
"-"
"09749101, 09752730"
"-"
"08999406"
"21574839"
"-"
"0094243X, 15517616"
"-"
"-"
"-"
"-"
"-"
"-"
"07317131"
"10407391"
"19461194, 19461186"
"17534305, 14746514"
"15516997"
"-"
"-"
"-"
"-"
"15272052, 00425222"
"-"
"-"
"23779608"
"-"
"15565300, 15565297"
"00977411"
"00225037, 10863222"
"15553396, 1555340X"
"21577285"
"19479662, 19479654"
"-"
"15241971, 15593908"
"0736623X, 19446187"
"00033006"
"14684365, 08967148"
"-"
"-"
"-"
"19463987, 19463979"
"-"
"-"
"-"
"-"
"-"
"19305044, 19324421"
"01604341"
"1867979X"
"-"
"-"
"-"
"16879155, 16879147"
"07376146"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"10700048"
"15419576"
"15505111, 08879303"
"15443574"
"19307969, 0003603X"
"02718529"
"-"
"-"
"02703149, 15410315"
"-"
"-"
"19302991, 19302983"
"-"
"-"
"-"
"-"
"19402554, 19402503"
"1074133X"
"24058645"
"-"
"-"
"11243694, 20509065"
"-"
"00354902"
"10948392"
"-"
"-"
"-"
"-"
"-"
"15483924, 15483932"
"10800727, 15430367"
"21593000"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"07135815"
"07362501, 21688710"
"15559475, 1934578X"
"-"
"-"
"-"
"-"
"15465004, 15457362"
"-"
"21623236, 0013872X"
"00012491, 03649962"
"-"
"-"
"-"
"-"
"-"
"19461968, 15240436"
"10458077"
"07341415"
"-"
"-"
"-"
"-"
"-"
"00128163, 1534147X"
"15284204, 00092002"
"2168023X, 21680248"
"02184923, 18165370"
"-"
"-"
"-"
"-"
"-"
"-"
"00084298, 20420587"
"01603663"
"21615322"
"0032471X, 15490955"
"2375494X, 23754931"
"14927713, 21512221"
"19345275"
"-"
"21616035, 21630453"
"15403580, 10496475"
"19435916, 10558896"
"00218715, 15351882"
"16878485, 16878477"
"10636862"
"-"
"-"
"15452921"
"-"
"-"
"00029319, 2161797X"
"-"
"-"
"-"
"-"
"20442696, 0040571X"
"-"
"-"
"-"
"2166949X"
"02710633"
"17936713, 02192659"
"-"
"-"
"19354576"
"-"
"-"
"15233855, 21676275"
"15397858, 00931896"
"00028045"
"19355297"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"14735601, 0954139X"
"-"
"-"
"-"
"-"
"-"
"14791854, 14723891"
"15398706"
"15404099, 08952833"
"23490039, 23477970"
"21555834"
"-"
"16879392, 16879384"
"19406223"
"21622264, 21622272"
"00378615, 1405213X"
"15291456, 01624962"
"13872834, 15736946"
"-"
"-"
"19472943, 19472935"
"-"
"-"
"-"
"00202940"
"17522897"
"15588742, 15588750"
"15526585, 15385132"
"10562176"
"10604367, 19493606"
"-"
"-"
"19300433"
"-"
"19442858"
"15393399"
"10588167"
"1948108X, 19480881"
"15337294, 00943509"
"2157023X"
"10541373"
"18684238, 1868422X"
"-"
"-"
"-"
"-"
"19463855, 19463901"
"02723433, 15338576"
"15503461, 10887156"
"-"
"-"
"-"
"-"
"00295132"
"19409214, 15289168"
"15573958, 15573966"
"-"
"-"
"1545858X"
"-"
"07350198, 15327981"
"-"
"-"
"23524529"
"00216682"
"-"
"08998280, 15253252"
"-"
"-"
"-"
"15353532"
"10555269"
"-"
"-"
"10716572"
"-"
"12254657, 19765118"
"21580669"
"25735586, 07382898"
"17475864"
"21612889"
"15513076, 15513084"
"00138282"
"19317220, 19317212"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"1996756X, 0277786X"
"-"
"19456123"
"1548114X, 15481131"
"16877586, 16877578"
"-"
"24697281"
"23255595"
"-"
"-"
"15519899, 15520633"
"-"
"-"
"-"
"-"
"-"
"-"
"15423980"
"10598596"
"15219429"
"19355688, 19355696"
"-"
"0018084X"
"08445621"
"08998205"
"-"
"-"
"-"
"21941009, 21941017"
"-"
"-"
"02703181, 15413152"
"00310603"
"09749276, 0976352X"
"1932149X"
"01601121"
"-"
"-"
"23288280, 23288272"
"21915644"
"-"
"22144420"
"1098304X"
"-"
"-"
"10952055"
"-"
"15220222"
"19315279, 19315260"
"24752797, 07488157"
"21537828, 02772027"
"18140068"
"21532184, 21532192"
"09491775, 14320517"
"-"
"-"
"21974403"
"-"
"00973157"
"-"
"-"
"23756527, 23275731"
"15729591, 01640313"
"01478257"
"1933527X"
"-"
"-"
"15410110"
"-"
"-"
"-"
"15414329"
"18492266"
"15480666, 15480658"
"03150860, 1090249X"
"15404153, 19388993"
"15226662, 10983511"
"2410972X, 10171703"
"01639374, 0898008X"
"-"
"-"
"-"
"08843236, 10863257"
"15327655, 07370016"
"23254173"
"21674825"
"15517004, 15517012"
"19314485"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"-"
"15388670, 07446314"
"00281344"
"15273741"
"15494810, 87551225"
"1932619X, 19326181"
"19380259, 19380267"
"19314973"
"-"
"10915281"
"00239356"
"19350090, 23250399"
"00664103"
"-"
"-"
"-"
"0043650X"
"-"
"15416577"
"23812427, 21683808"
"-"
"07446020, 1542538X"
"23772158, 23772166"
"10717641"
"10775315"
"10676341"
"17559723, 17446619"
"15337979, 10401628"
"02786648"
"2158091X"
"0017808X"
"21642494, 19454481"
"-"
"-"
"-"
"-"
"-"
"13210122, 19423241"
"-"
"10260226, 1607887X"
"-"
"21578672"
"21654387"
"-"
"-"
"-"
"24754277, 24754269"
"-"
"-"
"-"
"15332675, 15332667"
"20400861, 10744797"
"13594117, 1533869X"
"19380232, 19380240"
"11287462, 15917398"
"10358811"
"-"
"-"
"00380237, 21621128"
"13806645, 15737144"
"19378726"
"-"
"08986207"
"10840680"
"1534150X, 00274380"
"09688005, 15384594"
"1556035X, 15560368"
"07485786, 23282967"
"23144963, 23144971"
"19370245, 19367244"
"15530302"
"0277027X"
"03609081"
"-"
"-"
"-"
"15450279, 21602492"
"-"
"15291898, 00318221"
"03614409"
"18847269, 08985901"
"15572293, 15572285"
"19434162, 19434170"
"15470628, 1051712X"
"23304456"
"2156177X, 21561761"
"10611711, 16155939"
"16877993, 16877985"
"-"
"-"
"-"
"19376480"
"-"
"-"
